dispute_id,transaction_id,merchant_id,customer_id,network,reason_code,reason_description,dispute_created_at,dispute_amount,contest_fee,operational_review_cost,respond_by,days_to_deadline,merchant_action,dispute_outcome,resolution_date,n_available,n_required,req_met,req_miss,avg_quality,n_applicable,n_unavailable,evidence_completeness,amount,payment_method,customer_previous_orders,customer_previous_spend,customer_previous_disputes,days_since_customer_last_purchase,ip_risk_score,otp_3ds_status,avs_match,payment_attempt_count,is_international,billing_shipping_mismatch,delivery_status,has_signed_proof,archetype,industry,business_size,fulfillment_type,subscription_supported,documentation_maturity,fulfillment_tracking_available,refund_policy_documented,merchant_age_months,response_window_days,dispute_lag_days,won
DSP000014,TXN0001007,M000002,CUS0001512,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-11-10,945,484,282,2025-11-28,18,contested,won,2025-12-19,6,4,4,0,0.9127166666666667,6,0,1.0,945,credit_card,1,2095.0,0,126.0,0.3602825529867139,passed,1,1,0,0,delivered,0.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.8394736058118728,1,0,16,18.0,30.802083333333332,1
DSP000015,TXN0001731,M000002,CUS0001538,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2026-01-19,1399,613,206,2026-01-26,7,contested,won,2026-02-25,6,3,3,0,0.9110999999999999,6,0,1.0,1399,credit_card,3,4717.0,0,17.0,0.3764389129259998,passed,1,1,0,0,in_transit,0.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.8394736058118728,1,0,16,7.0,45.15694444444444,1
DSP000019,TXN0003015,M000002,CUS0001464,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-07-14,1045,717,280,2025-08-02,19,contested,lost,2025-08-27,4,3,2,1,0.6104833333333334,4,2,0.6666666666666666,1045,credit_card,0,0.0,0,,0.4380855927273438,passed,1,1,0,1,delivered,1.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.8394736058118728,1,0,16,19.0,55.647222222222226,0
DSP000020,TXN0002354,M000002,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-05-03,1995,638,250,2025-05-14,11,contested,won,2025-05-28,5,4,4,0,0.8166666666666668,5,1,1.0,1995,debit_card,0,0.0,0,,0.1336775659445658,passed,1,1,0,0,delivered,1.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.8394736058118728,1,0,16,11.0,29.399305555555557,1
DSP000022,TXN0002560,M000002,CUS0000963,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-11-08,1649,435,262,2025-11-15,7,contested,lost,2025-12-13,5,3,2,1,0.8049166666666666,5,1,0.6666666666666666,1649,credit_card,1,2099.0,0,260.0,0.3799849679323113,passed,1,1,1,0,delivered,1.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.8394736058118728,1,0,16,7.0,29.01388888888889,0
DSP000023,TXN0001181,M000002,CUS0001329,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-06-07,399,650,278,2025-06-20,13,contested,won,2025-07-15,5,3,2,1,0.7616833333333334,5,1,0.6666666666666666,399,credit_card,0,0.0,0,,0.4373852783992432,failed,1,1,0,0,delivered,1.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.8394736058118728,1,0,16,13.0,70.19097222222223,1
DSP000024,TXN0003217,M000002,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-10-01,2545,588,251,2025-10-21,20,contested,lost,2025-11-10,3,4,2,2,0.4631166666666666,3,3,0.5,2545,credit_card,0,0.0,0,,0.1104651805218252,passed,1,2,0,0,delivered,1.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.8394736058118728,1,0,16,20.0,56.614583333333336,0
DSP000026,TXN0007363,M000003,CUS0001822,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-10-28,9999,613,242,2025-11-04,7,contested,lost,2025-12-04,6,4,4,0,0.8616,6,0,1.0,9999,debit_card,3,3997.0,0,74.0,0.0268944936490202,passed,1,2,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,7.0,13.981944444444444,0
DSP000028,TXN0006927,M000003,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-23,499,715,202,2025-05-06,13,contested,won,2025-05-24,4,5,4,1,0.6217666666666667,4,2,0.8,499,debit_card,0,0.0,0,,0.1668316907490612,passed,1,2,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,13.0,6.419444444444444,1
DSP000030,TXN0007785,M000003,,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-07-18,2999,674,267,2025-08-06,19,contested,won,2025-08-04,4,2,2,0,0.5946833333333333,4,2,1.0,2999,credit_card,0,0.0,0,,0.6696291934961071,passed,1,3,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,19.0,62.009027777777774,1
DSP000031,TXN0008189,M000003,,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-11-09,499,739,283,2025-11-20,11,contested,won,2025-11-27,5,4,4,0,0.7382666666666666,5,1,1.0,499,credit_card,0,0.0,0,,0.1050807625565099,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,11.0,47.602777777777774,1
DSP000032,TXN0007256,M000003,CUS0002812,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-25,499,495,247,2025-04-14,20,contested,lost,2025-04-23,4,5,3,2,0.5974166666666666,4,2,0.6,499,credit_card,0,0.0,0,,0.2979227010665983,passed,0,3,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,20.0,12.390277777777778,0
DSP000035,TXN0006472,M000003,CUS0002516,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-12-20,9999,636,204,2026-01-10,21,contested,lost,2026-02-02,5,4,3,1,0.7481333333333334,5,1,0.75,9999,debit_card,2,10498.0,0,66.0,0.1534995518609377,passed,1,2,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,21.0,36.769444444444446,0
DSP000036,TXN0007406,M000003,CUS0002253,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-02-26,2999,423,207,2025-03-06,8,contested,won,2025-04-02,5,4,4,0,0.8011333333333334,5,1,1.0,2999,credit_card,0,0.0,0,,0.2654003046329981,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,8.0,54.02916666666667,1
DSP000037,TXN0007739,M000003,CUS0002311,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-18,499,700,294,2026-02-07,20,contested,lost,2026-02-13,4,5,3,2,0.6116,4,2,0.6,499,debit_card,4,4496.0,0,13.0,0.343094066810175,passed,1,3,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,20.0,67.32013888888889,0
DSP000038,TXN0005692,M000003,CUS0002531,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-21,2999,529,282,2025-04-11,21,contested,lost,2025-04-15,5,5,4,1,0.7407499999999999,5,1,0.8,2999,credit_card,0,0.0,0,,0.1633291459584295,passed,1,1,0,1,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,21.0,49.049305555555556,0
DSP000039,TXN0007490,M000003,CUS0001914,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-12-21,499,499,242,2026-01-10,20,contested,lost,2026-01-14,4,4,2,2,0.6225999999999999,4,2,0.5,499,debit_card,3,3997.0,0,3.0,0.186911138258647,passed,1,3,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,20.0,31.100694444444443,0
DSP000041,TXN0008265,M000003,CUS0002951,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-29,499,469,157,2025-10-19,20,contested,lost,2025-11-12,2,5,1,4,0.28481666666666666,2,4,0.2,499,debit_card,2,12998.0,0,220.0,0.2011417885744565,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,20.0,44.052083333333336,0
DSP000042,TXN0007652,M000003,CUS0002820,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-07,2999,517,218,2025-08-15,8,contested,lost,2025-08-26,4,4,3,1,0.54455,4,2,0.75,2999,credit_card,1,499.0,0,94.0,0.6327187286835059,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,8.0,45.25694444444444,0
DSP000043,TXN0007115,M000003,CUS0002494,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-26,2999,696,252,2025-05-04,8,contested,won,2025-05-31,5,4,3,1,0.7388833333333333,5,1,0.75,2999,debit_card,2,19998.0,0,29.0,0.0950639214096451,passed,1,3,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.7322279403980707,0,1,112,8.0,19.29652777777778,1
DSP000045,TXN0008948,M000004,CUS0003262,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-25,9999,658,274,2025-05-09,14,contested,won,2025-05-21,6,4,4,0,0.9165333333333333,6,0,1.0,9999,credit_card,0,0.0,0,,0.2312866845497732,passed,1,1,0,0,,,saas_tools,saas_tools,small,digital_service,1,0.944552322654166,0,1,101,14.0,64.46041666666666,1
DSP000046,TXN0008492,M000004,,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-01,1499,616,162,2025-10-13,12,contested,won,2025-10-24,6,5,5,0,0.9344,6,0,1.0,1499,credit_card,0,0.0,0,,0.2557924958050719,passed,0,1,0,0,,,saas_tools,saas_tools,small,digital_service,1,0.944552322654166,0,1,101,12.0,14.244444444444444,1
DSP000048,TXN0008814,M000004,CUS0003171,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-07-21,399,570,222,2025-08-04,14,contested,won,2025-09-02,6,4,4,0,0.9542166666666666,6,0,1.0,399,credit_card,2,10798.0,0,84.0,0.1566189232833992,passed,1,1,0,0,,,saas_tools,saas_tools,small,digital_service,1,0.944552322654166,0,1,101,14.0,51.640972222222224,1
DSP000049,TXN0008593,M000004,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-05,399,664,206,2025-11-14,9,contested,won,2025-11-26,6,4,4,0,0.9290333333333333,6,0,1.0,399,debit_card,0,0.0,0,,0.3896905249464518,passed,1,1,0,0,,,saas_tools,saas_tools,small,digital_service,1,0.944552322654166,0,1,101,9.0,7.215972222222222,1
DSP000051,TXN0009238,M000005,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-01-18,1499,441,241,2025-01-31,13,contested,lost,2025-02-01,3,5,3,2,0.4291,3,3,0.6,1499,debit_card,0,0.0,0,,0.0405950423743481,passed,1,1,0,0,,,fitness_membership,fitness_membership,small,membership_service,1,0.6016175480170748,0,1,28,13.0,12.540972222222223,0
DSP000053,TXN0009738,M000005,CUS0003401,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-12-09,999,433,274,2025-12-30,21,contested,lost,2026-01-23,2,5,2,3,0.28035000000000004,2,4,0.4,999,debit_card,1,999.0,0,7.0,0.0388325564276644,passed,1,3,0,0,,,fitness_membership,fitness_membership,small,membership_service,1,0.6016175480170748,0,1,28,21.0,56.02708333333333,0
DSP000054,TXN0010414,M000006,CUS0004498,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-27,10895,402,151,2025-12-14,17,contested,lost,2026-01-05,3,3,1,2,0.38988333333333336,3,3,0.3333333333333333,10895,credit_card,0,0.0,0,,0.5014686683485766,passed,1,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5287607531574458,0,0,23,17.0,64.87152777777777,0
DSP000055,TXN0013558,M000006,CUS0004609,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2026-02-07,4645,515,246,2026-02-14,7,contested,lost,2026-03-07,4,3,2,1,0.53105,4,2,0.6666666666666666,4645,credit_card,1,26999.0,0,209.0,0.3395353485792308,passed,1,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5287607531574458,0,0,23,7.0,46.80625,0
DSP000057,TXN0010647,M000006,,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-06-04,5599,547,178,2025-06-11,7,contested,lost,2025-07-18,3,3,1,2,0.3869833333333333,3,3,0.3333333333333333,5599,credit_card,0,0.0,0,,0.2819405472896073,passed,1,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5287607531574458,0,0,23,7.0,16.897916666666667,0
DSP000059,TXN0011998,M000006,CUS0004339,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-10-14,17099,413,218,2025-10-23,9,contested,lost,2025-11-08,3,4,3,1,0.35985,3,3,0.75,17099,debit_card,2,28898.0,0,81.0,0.3912447223267241,passed,1,4,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5287607531574458,0,0,23,9.0,61.43402777777778,0
DSP000060,TXN0011620,M000006,CUS0003700,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-06-10,6599,632,274,2025-06-17,7,contested,won,2025-07-18,5,3,3,0,0.6689833333333333,5,1,1.0,6599,debit_card,2,37898.0,0,62.0,0.3027662020808543,passed,1,2,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5287607531574458,0,0,23,7.0,35.83263888888889,1
DSP000061,TXN0012656,M000006,CUS0004277,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-03-14,1749,677,222,2025-03-24,10,contested,lost,2025-03-31,3,3,1,2,0.33585,3,3,0.3333333333333333,1749,credit_card,0,0.0,0,,0.1633359661020356,not_applicable,1,2,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5287607531574458,0,0,23,10.0,13.568055555555556,0
DSP000062,TXN0013228,M000006,CUS0004768,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-07-21,4699,613,180,2025-08-06,16,contested,lost,2025-09-02,3,3,2,1,0.36846666666666666,3,3,0.6666666666666666,4699,debit_card,1,7899.0,0,68.0,0.3173787697141875,passed,1,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5287607531574458,0,0,23,16.0,71.34444444444445,0
DSP000063,TXN0013061,M000006,CUS0004862,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-09-01,2899,541,292,2025-09-17,16,contested,lost,2025-10-12,4,4,3,1,0.47269999999999995,4,2,0.75,2899,debit_card,0,0.0,0,,0.2573768748499722,passed,1,2,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5287607531574458,0,0,23,16.0,37.39930555555556,0
DSP000064,TXN0011938,M000006,CUS0004247,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-07-21,40499,504,263,2025-08-11,21,contested,won,2025-08-08,2,3,2,1,0.23336666666666664,2,4,0.6666666666666666,40499,debit_card,2,24898.0,0,67.0,0.3467275308018258,passed,0,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5287607531574458,0,0,23,21.0,35.87013888888889,1
DSP000066,TXN0021311,M000007,CUS0006448,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2026-01-20,1149,724,271,2026-02-03,14,contested,won,2026-02-17,6,4,4,0,0.9531999999999999,6,0,1.0,1149,credit_card,2,2548.0,0,144.0,0.2121462228308932,passed,1,1,0,0,delivered,1.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,14.0,72.31041666666667,1
DSP000067,TXN0016592,M000007,CUS0005947,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-11-11,7099,508,196,2025-12-02,21,contested,won,2025-12-25,5,3,3,0,0.7931666666666667,5,1,1.0,7099,credit_card,1,1449.0,0,286.0,0.6570080052104798,passed,0,1,0,0,in_transit,0.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,21.0,23.156944444444445,1
DSP000068,TXN0015059,M000007,CUS0007143,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-04-24,1499,610,208,2025-05-04,10,contested,won,2025-05-22,6,3,3,0,0.9732,6,0,1.0,1499,credit_card,0,0.0,0,,0.1337007335289653,passed,0,1,0,0,delivered,1.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,10.0,39.37152777777778,1
DSP000069,TXN0014118,M000007,CUS0007921,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-30,3249,476,178,2025-10-18,18,contested,won,2025-10-17,6,4,4,0,0.9106333333333333,6,0,1.0,3249,credit_card,2,2134.0,0,41.0,0.4381198447769463,passed,1,1,0,0,delivered,1.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,18.0,11.405555555555555,1
DSP000071,TXN0017749,M000007,CUS0005028,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-07-25,649,566,269,2025-08-03,9,contested,lost,2025-09-07,6,4,4,0,0.95155,6,0,1.0,649,credit_card,0,0.0,0,,0.3642478099129384,passed,0,1,0,0,delivered,0.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,9.0,9.190277777777778,0
DSP000073,TXN0014559,M000007,CUS0006494,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-08-18,1399,644,237,2025-08-25,7,contested,lost,2025-09-23,5,4,3,1,0.8027666666666667,5,1,0.75,1399,debit_card,3,6507.0,0,95.0,0.2230564298722483,passed,0,4,0,0,delivered,1.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,7.0,46.72152777777778,0
DSP000074,TXN0021265,M000007,CUS0006887,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-12-21,2499,664,284,2026-01-10,20,contested,won,2026-02-04,6,4,4,0,0.9617666666666667,6,0,1.0,2499,credit_card,1,1099.0,0,205.0,0.0619087183435157,passed,0,1,0,0,delivered,1.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,20.0,9.588194444444444,1
DSP000075,TXN0017607,M000007,CUS0005834,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-24,7495,558,251,2025-11-01,8,contested,lost,2025-12-08,4,4,2,2,0.6533333333333333,4,2,0.5,7495,debit_card,2,3744.0,0,54.0,0.1134757975527858,passed,1,1,0,0,delivered,0.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,8.0,65.575,0
DSP000076,TXN0014960,M000007,CUS0005266,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-11-04,2645,545,255,2025-11-14,10,contested,won,2025-11-21,6,4,4,0,0.9427833333333333,6,0,1.0,2645,debit_card,0,0.0,0,,0.2022592793280105,passed,1,1,0,0,delivered,1.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,10.0,48.99444444444445,1
DSP000077,TXN0014605,M000007,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-05-22,1249,511,177,2025-06-05,14,contested,won,2025-06-09,6,4,4,0,0.9063833333333333,6,0,1.0,1249,credit_card,0,0.0,0,,0.1431419965913345,passed,1,2,0,0,delivered,0.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,14.0,33.725,1
DSP000078,TXN0017527,M000007,CUS0006285,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-11-25,9395,652,181,2025-12-11,16,contested,lost,2025-12-19,5,4,3,1,0.7631833333333334,5,1,0.75,9395,credit_card,2,4794.0,0,25.0,0.3084920392604002,passed,1,1,0,0,delivered,1.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,16.0,60.0875,0
DSP000079,TXN0014560,M000007,CUS0006870,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-18,5099,526,297,2025-05-05,17,contested,won,2025-05-13,6,3,3,0,0.98,6,0,1.0,5099,debit_card,1,399.0,0,13.0,0.324652796653912,passed,1,1,0,0,delivered,1.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,17.0,54.27638888888889,1
DSP000080,TXN0016611,M000007,CUS0006902,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-08-13,1099,435,169,2025-09-03,21,contested,won,2025-09-17,6,3,3,0,0.9308166666666667,6,0,1.0,1099,credit_card,2,5598.0,0,132.0,0.2835942148247897,passed,1,1,1,0,delivered,1.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,21.0,25.37013888888889,1
DSP000082,TXN0016842,M000007,,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-17,7399,533,151,2025-08-31,14,contested,won,2025-09-12,5,3,3,0,0.8118500000000001,5,1,1.0,7399,debit_card,0,0.0,0,,0.1667252611879564,passed,1,1,0,0,delivered,1.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,14.0,51.59583333333333,1
DSP000084,TXN0019283,M000007,CUS0005247,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-01-30,2145,536,298,2025-02-19,20,contested,won,2025-02-21,6,3,3,0,0.9751166666666666,6,0,1.0,2145,credit_card,0,0.0,0,,0.366033946208789,failed,1,1,0,0,delivered,0.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,20.0,15.077083333333333,1
DSP000085,TXN0018187,M000007,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-26,4095,706,216,2025-10-11,15,contested,lost,2025-10-24,6,4,4,0,0.9346833333333334,6,0,1.0,4095,debit_card,0,0.0,0,,0.0747257109277318,passed,1,1,0,0,in_transit,0.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,15.0,63.49236111111111,0
DSP000087,TXN0016960,M000007,CUS0007420,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-10-07,5499,629,249,2025-10-23,16,contested,won,2025-11-17,6,4,4,0,0.9451166666666667,6,0,1.0,5499,debit_card,1,2449.0,0,242.0,0.2397127813970487,passed,1,1,0,0,delivered,1.0,marketplace_retailer,marketplace_retailer,large,physical_delivery,0,0.9689524311815636,1,1,117,16.0,5.095138888888889,1
