merchant_id,merchant_name,archetype,industry,city,business_size,fulfillment_type,subscription_supported,documentation_maturity,price_points,merchant_age_months,refund_policy_documented,fulfillment_tracking_available,annual_transactions
M000074,Merchant_74,social_seller,social_seller,Mumbai,micro,physical_delivery,0,0.32382286386326076,[],117,0,1,91
M000075,Merchant_75,social_seller,social_seller,Hyderabad,micro,physical_delivery,0,0.4266046443200423,[],98,0,1,89
M000076,Merchant_76,social_seller,social_seller,Hyderabad,micro,physical_delivery,0,0.3969526898504375,[],8,1,1,89
M000077,Merchant_77,social_seller,social_seller,Delhi,micro,physical_delivery,0,0.4058857229765473,[],97,1,1,90
M000078,Merchant_78,social_seller,social_seller,Hyderabad,micro,physical_delivery,0,0.3461539181198107,[],75,0,1,89
M000079,Merchant_79,social_seller,social_seller,Bangalore,micro,physical_delivery,0,0.36062143146774517,[],53,0,1,89
M000080,Merchant_80,social_seller,social_seller,Mumbai,micro,physical_delivery,0,0.32517641727470203,[],80,0,1,89
M000081,Merchant_81,social_seller,social_seller,Chennai,micro,physical_delivery,0,0.33077937641526,[],34,1,1,89
M000082,Merchant_82,social_seller,social_seller,Hyderabad,micro,physical_delivery,0,0.3892028560486893,[],99,1,1,89
M000083,Merchant_83,social_seller,social_seller,Chennai,micro,physical_delivery,0,0.25331177139103567,[],74,1,1,89
M000084,Merchant_84,social_seller,social_seller,Bangalore,micro,physical_delivery,0,0.4049328380912683,[],41,1,1,90
M000085,Merchant_85,social_seller,social_seller,Kolkata,micro,physical_delivery,0,0.42419409449749007,[],25,1,1,89
M000086,Merchant_86,social_seller,social_seller,Chennai,micro,physical_delivery,0,0.27072267903841174,[],19,1,1,89
M000087,Merchant_87,social_seller,social_seller,Delhi,micro,physical_delivery,0,0.25107908183285205,[],26,1,1,89
M000088,Merchant_88,subscription_edtech,subscription_edtech,Pune,small,digital_service,1,0.7161429053599013,"[1499, 4999, 9999, 24999]",97,1,0,533
M000089,Merchant_89,fitness_membership,fitness_membership,Delhi,small,membership_service,1,0.48629968191930484,"[1499, 8999, 14999, 24999]",11,1,0,534
M000090,Merchant_90,fitness_membership,fitness_membership,Mumbai,small,membership_service,1,0.4703343805807432,"[999, 8999, 14999, 24999]",102,0,0,535
M000091,Merchant_91,fitness_membership,fitness_membership,Kolkata,small,membership_service,1,0.6459141361173186,"[5999, 14999, 24999]",95,1,0,533
M000092,Merchant_92,fitness_membership,fitness_membership,Kolkata,small,membership_service,1,0.552844574038083,"[3999, 5999, 8999, 14999]",34,1,0,533
M000093,Merchant_93,d2c_brand,d2c_brand,Delhi,small,physical_delivery,0,0.7955754548047492,[],53,1,1,533
M000094,Merchant_94,d2c_brand,d2c_brand,Bangalore,small,physical_delivery,0,0.7732784899652495,[],90,1,1,533
M000095,Merchant_95,d2c_brand,d2c_brand,Delhi,small,physical_delivery,0,0.8371486690911891,[],40,0,1,534
M000096,Merchant_96,saas_tools,saas_tools,Kolkata,small,digital_service,1,0.8761820856600158,"[799, 2999, 4999, 19999]",29,1,0,533
M000097,Merchant_97,fitness_membership,fitness_membership,Kolkata,small,membership_service,1,0.5765835258535241,"[1499, 8999, 14999]",85,0,0,533
M000098,Merchant_98,fitness_membership,fitness_membership,Mumbai,small,membership_service,1,0.572875948108384,"[999, 3999, 5999]",66,1,0,533
M000099,Merchant_99,fitness_membership,fitness_membership,Pune,small,membership_service,1,0.6417760491818161,"[2499, 5999, 24999]",97,0,0,533
M000100,Merchant_100,social_seller,social_seller,Delhi,small,physical_delivery,0,0.35801517907166186,[],11,0,1,534
M000101,Merchant_101,social_seller,social_seller,Mumbai,small,physical_delivery,0,0.27425826081855775,[],70,0,1,534
M000102,Merchant_102,subscription_edtech,subscription_edtech,Chennai,small,digital_service,1,0.6845263551026246,"[4999, 9999, 24999]",33,0,0,533
M000103,Merchant_103,subscription_edtech,subscription_edtech,Pune,small,digital_service,1,0.6039467177002246,"[499, 2999, 4999, 14999]",95,0,0,534
M000104,Merchant_104,saas_tools,saas_tools,Bangalore,small,digital_service,1,0.9596733094723071,"[4999, 9999, 49999]",67,1,0,533
M000105,Merchant_105,d2c_brand,d2c_brand,Mumbai,small,physical_delivery,0,0.7295566745084383,[],113,1,1,533
M000106,Merchant_106,saas_tools,saas_tools,Hyderabad,small,digital_service,1,0.9259371417354756,"[799, 2999, 49999]",76,1,0,533
M000107,Merchant_107,subscription_edtech,subscription_edtech,Delhi,small,digital_service,1,0.7773263089848644,"[4999, 9999, 24999]",103,1,0,533
M000108,Merchant_108,social_seller,social_seller,Mumbai,small,physical_delivery,0,0.35765159999384416,[],9,1,1,533
M000109,Merchant_109,saas_tools,saas_tools,Mumbai,small,digital_service,1,0.8708635923683493,"[1499, 4999, 19999, 49999]",40,0,0,534
M000110,Merchant_110,saas_tools,saas_tools,Hyderabad,small,digital_service,1,0.8021176821992221,"[399, 799, 9999, 49999]",10,0,0,533
M000111,Merchant_111,social_seller,social_seller,Mumbai,small,physical_delivery,0,0.3731369472213074,[],80,1,1,533
M000112,Merchant_112,saas_tools,saas_tools,Delhi,small,digital_service,1,0.7857999006408939,"[799, 2999, 9999, 49999]",7,1,0,534
M000113,Merchant_113,fitness_membership,fitness_membership,Pune,small,membership_service,1,0.45723254209893927,"[999, 1499, 24999]",98,1,0,534
M000114,Merchant_114,d2c_brand,d2c_brand,Hyderabad,small,physical_delivery,0,0.7114463880306521,[],82,0,1,534
M000115,Merchant_115,fitness_membership,fitness_membership,Mumbai,small,membership_service,1,0.6044216798208761,"[3999, 5999, 8999, 24999]",20,1,0,533
M000116,Merchant_116,subscription_edtech,subscription_edtech,Delhi,small,digital_service,1,0.7060023689152798,"[499, 999, 2999, 9999]",7,0,0,533
M000117,Merchant_117,d2c_brand,d2c_brand,Hyderabad,small,physical_delivery,0,0.8960409569797364,[],76,1,1,533
M000118,Merchant_118,social_seller,social_seller,Kolkata,small,physical_delivery,0,0.24847011031603344,[],31,0,1,534
M000119,Merchant_119,fitness_membership,fitness_membership,Kolkata,small,membership_service,1,0.4846255692845007,"[999, 1499, 8999]",58,0,0,533
M000120,Merchant_120,d2c_brand,d2c_brand,Kolkata,small,physical_delivery,0,0.8144826299917275,[],57,0,1,534
M000121,Merchant_121,social_seller,social_seller,Bangalore,small,physical_delivery,0,0.3002685265029436,[],72,0,1,535
M000122,Merchant_122,d2c_brand,d2c_brand,Kolkata,small,physical_delivery,0,0.8881188819391037,[],24,1,1,534
M000123,Merchant_123,social_seller,social_seller,Pune,small,physical_delivery,0,0.32080687814815323,[],60,1,1,533
M000124,Merchant_124,fitness_membership,fitness_membership,Kolkata,small,membership_service,1,0.5056151091562515,"[999, 2499, 5999]",52,1,0,533
M000125,Merchant_125,saas_tools,saas_tools,Bangalore,small,digital_service,1,0.8617566218857394,"[799, 4999, 9999, 49999]",54,1,0,533
M000126,Merchant_126,social_seller,social_seller,Delhi,small,physical_delivery,0,0.35449158662442315,[],46,0,1,533
M000127,Merchant_127,subscription_edtech,subscription_edtech,Delhi,small,digital_service,1,0.7095896964402421,"[999, 1499, 2999, 9999]",55,1,0,534
M000128,Merchant_128,subscription_edtech,subscription_edtech,Pune,small,digital_service,1,0.6825478489213517,"[4999, 9999, 24999]",103,1,0,533
M000129,Merchant_129,subscription_edtech,subscription_edtech,Mumbai,small,digital_service,1,0.7399740821527674,"[999, 2999, 14999]",19,1,0,533
M000130,Merchant_130,fitness_membership,fitness_membership,Bangalore,small,membership_service,1,0.46111358338137565,"[999, 1499, 2499, 3999]",13,1,0,533
M000131,Merchant_131,saas_tools,saas_tools,Kolkata,small,digital_service,1,0.9454346849041373,"[1499, 4999, 9999, 19999]",19,1,0,535
M000132,Merchant_132,subscription_edtech,subscription_edtech,Kolkata,small,digital_service,1,0.7790928945167275,"[1499, 4999, 14999, 24999]",92,1,0,533
M000133,Merchant_133,d2c_brand,d2c_brand,Kolkata,small,physical_delivery,0,0.7021455289951353,[],30,1,1,533
M000134,Merchant_134,subscription_edtech,subscription_edtech,Chennai,small,digital_service,1,0.6131813735753068,"[1499, 9999, 24999]",29,0,0,533
M000135,Merchant_135,fitness_membership,fitness_membership,Mumbai,small,membership_service,1,0.478319177713755,"[2499, 8999, 14999, 24999]",55,1,0,535
M000136,Merchant_136,fitness_membership,fitness_membership,Delhi,small,membership_service,1,0.4861853304461737,"[1499, 14999, 24999]",28,0,0,535
M000137,Merchant_137,d2c_brand,d2c_brand,Hyderabad,small,physical_delivery,0,0.8172890346029592,[],62,1,1,533
M000138,Merchant_138,d2c_brand,d2c_brand,Delhi,small,physical_delivery,0,0.8687176769525082,[],104,1,1,534
M000139,Merchant_139,saas_tools,saas_tools,Pune,small,digital_service,1,0.914040651070271,"[399, 2999, 9999, 49999]",44,1,0,533
M000140,Merchant_140,d2c_brand,d2c_brand,Chennai,small,physical_delivery,0,0.8537255178918759,[],85,1,1,533
M000141,Merchant_141,fitness_membership,fitness_membership,Kolkata,small,membership_service,1,0.63191044877427,"[999, 3999, 14999]",63,1,0,535
M000142,Merchant_142,subscription_edtech,subscription_edtech,Delhi,small,digital_service,1,0.6597105013403082,"[9999, 14999, 24999]",6,1,0,533
M000143,Merchant_143,d2c_brand,d2c_brand,Kolkata,small,physical_delivery,0,0.7049646263597146,[],112,1,1,533
M000144,Merchant_144,subscription_edtech,subscription_edtech,Kolkata,small,digital_service,1,0.6996954383115473,"[499, 2999, 24999]",66,0,0,533
M000145,Merchant_145,saas_tools,saas_tools,Delhi,small,digital_service,1,0.9040715419316088,"[1499, 9999, 19999, 49999]",116,1,0,533
M000146,Merchant_146,subscription_edtech,subscription_edtech,Kolkata,small,digital_service,1,0.6028208142367275,"[1499, 2999, 4999, 9999]",53,0,0,534
M000147,Merchant_147,fitness_membership,fitness_membership,Bangalore,small,membership_service,1,0.5076456490975811,"[3999, 8999, 14999, 24999]",10,0,0,533
M000148,Merchant_148,fitness_membership,fitness_membership,Bangalore,small,membership_service,1,0.6471080338989853,"[2499, 3999, 8999]",14,1,0,534
M000149,Merchant_149,saas_tools,saas_tools,Mumbai,small,digital_service,1,0.8910923420275528,"[799, 2999, 4999, 19999]",48,1,0,534
M000150,Merchant_150,d2c_brand,d2c_brand,Mumbai,small,physical_delivery,0,0.8350611257334969,[],93,1,1,534
M000151,Merchant_151,saas_tools,saas_tools,Mumbai,small,digital_service,1,0.9530913096111326,"[1499, 2999, 9999, 49999]",77,1,0,533
M000152,Merchant_152,subscription_edtech,subscription_edtech,Bangalore,small,digital_service,1,0.68292586842327,"[999, 4999, 24999]",86,1,0,533
M000153,Merchant_153,fitness_membership,fitness_membership,Pune,small,membership_service,1,0.4975316726721195,"[2499, 3999, 8999]",40,0,0,534
M000154,Merchant_154,subscription_edtech,subscription_edtech,Mumbai,small,digital_service,1,0.6349650101510135,"[2999, 14999, 24999]",83,0,0,533
M000155,Merchant_155,d2c_brand,d2c_brand,Chennai,small,physical_delivery,0,0.8614863211952564,[],120,1,1,533
M000156,Merchant_156,saas_tools,saas_tools,Kolkata,small,digital_service,1,0.8073642556059253,"[399, 799, 4999]",90,1,0,535
M000157,Merchant_157,subscription_edtech,subscription_edtech,Mumbai,small,digital_service,1,0.763059752057111,"[999, 1499, 14999]",13,1,0,533
M000158,Merchant_158,subscription_edtech,subscription_edtech,Bangalore,small,digital_service,1,0.6706559833000327,"[4999, 9999, 24999]",108,0,0,534
M000159,Merchant_159,fitness_membership,fitness_membership,Pune,small,membership_service,1,0.5581713273889903,"[1499, 2499, 3999, 14999]",110,1,0,534
M000160,Merchant_160,fitness_membership,fitness_membership,Bangalore,small,membership_service,1,0.5681489588327533,"[999, 2499, 3999, 8999]",26,0,0,534
M000161,Merchant_161,social_seller,social_seller,Mumbai,small,physical_delivery,0,0.29664938665002283,[],70,0,1,533
M000162,Merchant_162,subscription_edtech,subscription_edtech,Hyderabad,small,digital_service,1,0.6676772517168387,"[1499, 4999, 14999, 24999]",83,0,0,533
M000163,Merchant_163,fitness_membership,fitness_membership,Bangalore,small,membership_service,1,0.48703586899071355,"[999, 2499, 3999]",115,0,0,534
M000164,Merchant_164,fitness_membership,fitness_membership,Mumbai,small,membership_service,1,0.4571685502836327,"[8999, 14999, 24999]",11,1,0,533
M000165,Merchant_165,d2c_brand,d2c_brand,Delhi,small,physical_delivery,0,0.7910235684823526,[],65,1,1,534
M000166,Merchant_166,social_seller,social_seller,Mumbai,small,physical_delivery,0,0.26232007364984533,[],79,1,1,534
M000167,Merchant_167,d2c_brand,d2c_brand,Chennai,small,physical_delivery,0,0.8396379451219828,[],29,1,1,535
M000168,Merchant_168,subscription_edtech,subscription_edtech,Pune,small,digital_service,1,0.6633219266138296,"[499, 1499, 14999]",24,1,0,533
M000169,Merchant_169,social_seller,social_seller,Mumbai,small,physical_delivery,0,0.3379004013014416,[],44,0,1,533
M000170,Merchant_170,subscription_edtech,subscription_edtech,Chennai,small,digital_service,1,0.7482407412429913,"[999, 1499, 14999, 24999]",105,1,0,533
M000171,Merchant_171,saas_tools,saas_tools,Pune,small,digital_service,1,0.8461471484109734,"[399, 2999, 9999]",87,1,0,533
M000172,Merchant_172,saas_tools,saas_tools,Delhi,small,digital_service,1,0.8076410743277062,"[399, 19999, 49999]",99,1,0,534
M000173,Merchant_173,social_seller,social_seller,Chennai,small,physical_delivery,0,0.3640298573256593,[],33,0,1,533
M000174,Merchant_174,d2c_brand,d2c_brand,Kolkata,small,physical_delivery,0,0.8698870666179559,[],62,1,1,535
M000175,Merchant_175,social_seller,social_seller,Chennai,small,physical_delivery,0,0.3638238172853948,[],24,0,1,533
M000176,Merchant_176,fitness_membership,fitness_membership,Pune,small,membership_service,1,0.5008526967508315,"[1499, 3999, 8999, 24999]",15,0,0,533
M000177,Merchant_177,d2c_brand,d2c_brand,Chennai,small,physical_delivery,0,0.763679823565692,[],97,1,1,533
M000178,Merchant_178,d2c_brand,d2c_brand,Delhi,small,physical_delivery,0,0.7828052187578474,[],79,1,1,533
M000179,Merchant_179,d2c_brand,d2c_brand,Hyderabad,small,physical_delivery,0,0.7059669540199396,[],45,1,1,533
M000180,Merchant_180,saas_tools,saas_tools,Bangalore,small,digital_service,1,0.9250366641701737,"[1499, 4999, 9999]",20,1,0,534
M000181,Merchant_181,fitness_membership,fitness_membership,Mumbai,small,membership_service,1,0.47520526834932536,"[999, 5999, 14999, 24999]",120,1,0,533
M000182,Merchant_182,fitness_membership,fitness_membership,Pune,small,membership_service,1,0.6486169163861013,"[3999, 5999, 24999]",16,1,0,533
M000183,Merchant_183,fitness_membership,fitness_membership,Mumbai,small,membership_service,1,0.5743584059721514,"[999, 1499, 8999]",39,0,0,533
M000184,Merchant_184,fitness_membership,fitness_membership,Delhi,small,membership_service,1,0.45363210878287286,"[999, 1499, 3999, 24999]",77,0,0,533
M000185,Merchant_185,saas_tools,saas_tools,Hyderabad,small,digital_service,1,0.8592333000118498,"[2999, 9999, 19999, 49999]",119,1,0,533
M000186,Merchant_186,fitness_membership,fitness_membership,Mumbai,small,membership_service,1,0.45249397558824267,"[999, 2499, 5999, 24999]",94,1,0,533
M000187,Merchant_187,fitness_membership,fitness_membership,Kolkata,small,membership_service,1,0.5865163196418441,"[999, 2499, 24999]",28,0,0,534
M000188,Merchant_188,fitness_membership,fitness_membership,Bangalore,small,membership_service,1,0.4924294815046603,"[1499, 2499, 8999, 14999]",53,0,0,534
M000189,Merchant_189,subscription_edtech,subscription_edtech,Kolkata,small,digital_service,1,0.7262271953305591,"[2999, 9999, 14999, 24999]",105,0,0,535
M000190,Merchant_190,subscription_edtech,subscription_edtech,Pune,small,digital_service,1,0.6208794734162859,"[1499, 2999, 9999]",119,0,0,533
M000191,Merchant_191,d2c_brand,d2c_brand,Kolkata,small,physical_delivery,0,0.8775142176976087,[],51,1,1,535
M000192,Merchant_192,d2c_brand,d2c_brand,Kolkata,small,physical_delivery,0,0.8161978747496101,[],50,1,1,533
M000193,Merchant_193,subscription_edtech,subscription_edtech,Hyderabad,small,digital_service,1,0.767076273913299,"[499, 999, 1499, 24999]",21,1,0,533
M000194,Merchant_194,d2c_brand,d2c_brand,Kolkata,small,physical_delivery,0,0.7678955508417806,[],8,1,1,533
M000195,Merchant_195,travel_booking,travel_booking,Chennai,medium,booking_service,0,0.5397849010209644,[],92,0,0,2669
M000196,Merchant_196,subscription_edtech,subscription_edtech,Chennai,medium,digital_service,1,0.6204176203290956,"[999, 2999, 9999]",58,1,0,2669
M000197,Merchant_197,subscription_edtech,subscription_edtech,Pune,medium,digital_service,1,0.6762982680652562,"[999, 9999, 24999]",18,1,0,2669
M000198,Merchant_198,d2c_brand,d2c_brand,Bangalore,medium,physical_delivery,0,0.852960710521447,[],40,0,1,2669
M000199,Merchant_199,travel_booking,travel_booking,Kolkata,medium,booking_service,0,0.7169137216501509,[],118,0,0,2671
M000200,Merchant_200,saas_tools,saas_tools,Mumbai,medium,digital_service,1,0.807558707185561,"[799, 1499, 9999]",99,1,0,2669
M000201,Merchant_201,travel_booking,travel_booking,Chennai,medium,booking_service,0,0.628472880460441,[],25,1,0,2670
M000202,Merchant_202,saas_tools,saas_tools,Bangalore,medium,digital_service,1,0.9503866315589597,"[1499, 4999, 49999]",103,1,0,2670
M000203,Merchant_203,subscription_edtech,subscription_edtech,Bangalore,medium,digital_service,1,0.732002994348807,"[499, 999, 4999]",19,0,0,2669
M000204,Merchant_204,fitness_membership,fitness_membership,Bangalore,medium,membership_service,1,0.5029079622302622,"[1499, 5999, 8999]",13,1,0,2669
M000205,Merchant_205,saas_tools,saas_tools,Chennai,medium,digital_service,1,0.9220490402671973,"[4999, 9999, 19999]",67,1,0,2670
M000206,Merchant_206,subscription_edtech,subscription_edtech,Hyderabad,medium,digital_service,1,0.6122508125703848,"[499, 14999, 24999]",43,1,0,2669
M000207,Merchant_207,saas_tools,saas_tools,Bangalore,medium,digital_service,1,0.8859491332364996,"[2999, 9999, 49999]",20,0,0,2669
M000208,Merchant_208,d2c_brand,d2c_brand,Chennai,medium,physical_delivery,0,0.8906411049810379,[],22,1,1,2669
M000209,Merchant_209,d2c_brand,d2c_brand,Delhi,medium,physical_delivery,0,0.7415434506703079,[],35,1,1,2669
M000210,Merchant_210,subscription_edtech,subscription_edtech,Chennai,medium,digital_service,1,0.7633696815258392,"[499, 1499, 24999]",117,1,0,2669
M000211,Merchant_211,saas_tools,saas_tools,Hyderabad,medium,digital_service,1,0.8174477889230682,"[399, 4999, 9999, 19999]",23,0,0,2669
M000212,Merchant_212,fitness_membership,fitness_membership,Kolkata,medium,membership_service,1,0.4600213379393868,"[999, 2499, 8999]",12,0,0,2669
M000213,Merchant_213,fitness_membership,fitness_membership,Hyderabad,medium,membership_service,1,0.4923909222161086,"[3999, 8999, 24999]",6,0,0,2669
M000214,Merchant_214,subscription_edtech,subscription_edtech,Delhi,medium,digital_service,1,0.5924126213080311,"[1499, 2999, 14999]",96,1,0,2670
M000215,Merchant_215,fitness_membership,fitness_membership,Kolkata,medium,membership_service,1,0.6343704900309991,"[1499, 2499, 8999, 24999]",74,1,0,2669
